Date,Open,High,Low,Close,Volume
06/16/2023,"284.75","287.85","280.13","281.00","43,127,727"
06/15/2023,"272.30","283.99","271.42","281.83","25,973,461"
06/14/2023,"271.89","274.99","268.32","273.35","19,175,070"
06/13/2023,"274.88","275.72","269.09","271.32","16,164,020"
06/12/2023,"267.17","271.75","265.33","271.05","15,471,700"
06/09/2023,"262.48","267.95","261.70","264.95","16,949,789"
06/08/2023,"260.62","267.65","258.88","264.58","20,899,359"
06/07/2023,"271.67","274.25","262.80","263.60","26,163,631"
06/06/2023,"270.14","276.57","269.69","271.12","19,419,010"
06/05/2023,"270.30","275.57","269.56","271.39","20,742,949"
06/02/2023,"272.66","275.35","271.12","272.61","19,416,930"
06/01/2023,"265.90","274.00","265.89","272.61","25,609,510"
05/31/2023,"260.00","265.00","258.45","264.72","25,473,689"
05/30/2023,"265.25","268.65","261.29","262.52","23,816,480"
05/26/2023,"252.93","262.31","252.71","262.04","25,768,660"
05/25/2023,"253.40","255.62","249.17","252.69","22,371,439"
05/24/2023,"245.28","249.59","244.95","249.21","17,724,340"
05/23/2023,"246.81","251.61","246.65","246.74","17,748,119"
05/22/2023,"245.41","253.57","245.12","248.32","27,738,480"
05/19/2023,"247.47","248.69","243.41","245.64","21,733,580"
05/18/2023,"241.30","247.09","241.19","246.85","22,943,301"
05/17/2023,"238.45","243.84","238.14","242.49","21,193,080"
05/16/2023,"235.79","239.64","235.52","238.82","18,163,770"
05/15/2023,"236.92","240.26","235.33","238.86","20,653,230"
05/12/2023,"236.74","236.96","231.45","233.81","16,161,450"
05/11/2023,"233.05","238.21","232.30","235.79","20,448,990"
05/10/2023,"236.17","236.75","230.72","233.08","19,119,010"
05/09/2023,"231.46","235.88","231.08","233.37","16,865,590"
05/08/2023,"231.42","235.62","230.27","233.27","16,400,529"
05/05/2023,"232.24","234.68","229.85","232.78","27,000,480"
05/04/2023,"236.06","238.20","232.93","233.52","17,889,391"
05/03/2023,"239.47","241.75","232.75","237.03","34,463,859"
05/02/2023,"243.18","244.92","238.99","239.24","24,350,150"
05/01/2023,"238.62","244.00","236.46","243.18","29,143,910"
04/28/2023,"239.01","240.43","235.75","240.32","39,554,039"
04/27/2023,"239.89","241.69","236.77","238.56","71,196,531"
04/26/2023,"212.50","214.11","208.88","209.40","41,992,727"
04/25/2023,"210.82","211.26","207.13","207.55","19,198,180"
04/24/2023,"213.68","213.92","210.71","212.79","15,750,920"
04/21/2023,"210.21","213.41","209.58","212.89","17,717,170"
04/20/2023,"213.48","216.75","212.77","213.07","16,475,439"
04/19/2023,"213.47","217.33","212.93","215.70","15,898,080"
04/18/2023,"219.91","220.44","216.21","217.89","12,280,980"
04/17/2023,"219.79","220.98","217.13","218.86","15,481,870"
04/14/2023,"217.88","222.11","217.55","221.49","21,591,211"
04/13/2023,"215.73","221.15","215.69","220.35","23,310,359"
04/12/2023,"214.84","216.84","212.58","214.00","18,972,170"
04/11/2023,"215.48","216.02","213.41","213.85","16,710,100"
04/10/2023,"214.71","215.66","210.66","214.75","16,106,070"
04/06/2023,"209.25","216.94","208.65","216.10","26,104,410"
04/05/2023,"214.15","215.19","209.94","211.48","19,396,631"
04/04/2023,"213.39","216.24","212.54","214.72","21,026,369"
04/03/2023,"208.84","213.49","208.20","213.07","17,924,609"
03/31/2023,"207.24","212.17","206.77","211.94","25,440,270"
03/30/2023,"203.38","208.09","202.82","207.84","22,608,301"
03/29/2023,"203.56","205.72","202.54","205.35","18,851,141"
03/28/2023,"200.15","201.03","197.90","200.68","19,127,301"
03/27/2023,"204.81","205.86","201.36","202.84","18,527,180"
03/24/2023,"205.18","207.58","203.55","206.01","27,733,039"
03/23/2023,"202.84","207.88","202.15","204.28","27,389,670"
03/22/2023,"202.50","207.37","199.67","199.81","28,477,760"
03/21/2023,"203.20","203.55","197.95","202.16","31,826,949"
03/20/2023,"198.48","199.36","193.64","197.81","25,186,320"
03/17/2023,"200.56","201.90","195.43","195.61","50,141,102"
03/16/2023,"198.26","205.76","196.09","204.93","50,819,660"
