Date,Open,High,Low,Close,Volume
02/23/2023,"463,105","463,830","455,628","459,375","4,087"
02/22/2023,"459,153","463,635","457,927","460,012","4,088"
02/21/2023,"464,947","466,575","455,290","458,495","6,410"
02/17/2023,"473,104","473,104","462,482","467,373","4,014"
02/16/2023,"466,586","470,625","465,037","467,295","3,793"
02/15/2023,"473,091","473,091","467,800","469,045","4,328"
02/14/2023,"478,387","478,387","470,145","472,500","3,893"
02/13/2023,"469,036","477,979","469,036","476,500","5,473"
02/10/2023,"466,217","472,500","463,632","472,250","4,101"
02/09/2023,"470,094","472,222","466,020","466,020","3,742"
02/08/2023,"471,620","475,125","467,125","467,999","3,996"
02/07/2023,"467,395","475,500","463,820","474,555","4,101"
02/06/2023,"465,407","467,096","462,434","467,000","5,014"
02/03/2023,"471,303","471,795","462,757","466,755","4,601"
02/02/2023,"473,852","474,898","467,055","472,115","4,593"
02/01/2023,"469,923","473,690","464,528","470,606","4,420"
01/31/2023,"467,725","473,000","463,085","473,000","3,909"
01/30/2023,"466,790","469,540","464,932","465,040","5,256"
01/27/2023,"468,410","472,885","466,576","470,000","4,191"
01/26/2023,"474,037","475,336","468,469","469,960","3,874"
01/25/2023,"468,228","472,800","464,975","471,658","3,772"
01/24/2023,"465,721","473,445","465,720","471,000","3,538"
01/23/2023,"471,130","473,025","464,929","469,600","5,280"
01/20/2023,"463,914","469,755","460,635","469,645","3,829"
01/19/2023,"462,498","465,065","460,233","461,950","3,632"
01/18/2023,"477,497","479,230","465,831","466,260","4,122"
01/17/2023,"481,590","483,993","475,695","476,000","5,659"
01/13/2023,"482,430","482,430","478,000","481,021","3,858"
01/12/2023,"486,177","488,688","480,600","482,860","3,778"
01/11/2023,"482,167","484,897","478,730","483,990","3,606"
01/10/2023,"476,224","479,698","474,512","479,420","3,484"
01/09/2023,"483,575","487,989","476,653","478,385","5,500"
01/06/2023,"475,990","484,151","473,300","481,955","3,880"
01/05/2023,"481,229","481,229","469,228","473,660","3,430"
01/04/2023,"477,479","479,897","470,151","476,260","3,722"
01/03/2023,"472,950","473,990","465,020","469,525","5,256"
12/30/2022,"469,317","469,317","462,800","468,711","3,357"
12/29/2022,"462,715","470,000","460,730","468,725","3,040"
12/28/2022,"465,000","465,235","445,251","459,800","3,030"
12/27/2022,"475,795","476,155","461,000","461,955","4,470"
12/23/2022,"458,596","463,510","455,892","463,400","2,803"
12/22/2022,"465,427","469,810","450,709","458,700","3,219"
12/21/2022,"463,000","469,220","459,151","467,600","3,037"
12/20/2022,"457,049","460,698","446,545","457,400","2,736"
12/19/2022,"456,494","457,244","450,245","455,280","3,814"
12/16/2022,"453,163","457,890","450,050","454,620","2,990"
12/15/2022,"464,250","464,250","452,975","457,460","3,376"
12/14/2022,"473,080","477,700","466,452","468,020","2,907"
12/13/2022,"482,503","483,393","469,410","472,000","3,043"
12/12/2022,"465,650","471,235","461,796","471,080","3,864"
12/09/2022,"461,773","466,120","459,402","463,000","2,781"
12/08/2022,"462,436","464,620","460,612","462,780","2,647"
12/07/2022,"464,303","467,081","460,408","461,593","2,890"
12/06/2022,"467,175","469,660","462,422","464,838","2,732"
12/05/2022,"475,080","476,689","466,160","468,700","4,128"
12/02/2022,"472,705","477,526","470,680","477,403","2,794"
12/01/2022,"481,043","483,162","472,864","477,085","2,949"
11/30/2022,"476,094","480,302","466,100","480,280","3,174"
11/29/2022,"471,118","475,971","468,796","475,843","2,642"
11/28/2022,"474,511","478,839","471,000","472,712","4,032"
11/25/2022,"480,350","481,580","476,281","478,676","2,660"
11/23/2022,"476,823","477,530","473,716","477,020","2,918"
11/22/2022,"470,609","477,410","469,217","476,980","2,823"
11/21/2022,"467,817","471,915","464,865","468,922","3,856"
11/18/2022,"469,643","469,643","465,395","468,290","2,682"
11/17/2022,"460,785","465,000","459,043","463,695","2,592"
11/16/2022,"470,628","471,328","463,401","465,520","2,629"
11/15/2022,"474,063","474,483","464,625","468,233","2,908"
11/14/2022,"471,809","472,470","464,516","466,600","4,025"
11/11/2022,"460,358","471,870","456,962","469,047","3,333"
11/10/2022,"448,491","458,385","444,918","457,665","3,160"
11/09/2022,"441,802","444,168","434,925","435,945","2,595"
11/08/2022,"440,405","445,435","436,312","442,100","2,520"
11/07/2022,"439,035","442,216","434,837","438,575","3,642"
11/04/2022,"434,463","437,250","426,136","432,000","2,687"
11/03/2022,"432,450","434,428","428,465","428,800","2,548"
11/02/2022,"439,612","449,943","437,255","438,700","2,636"
11/01/2022,"450,141","452,080","441,880","443,004","2,449"
10/31/2022,"449,277","450,838","444,750","445,050","3,849"
10/28/2022,"441,662","451,970","440,052","451,900","2,869"
10/27/2022,"438,783","468,795","415,639","437,900","2,390"
10/26/2022,"438,228","440,405","434,601","435,660","2,505"
10/25/2022,"436,233","437,830","432,873","436,400","2,446"
10/24/2022,"428,849","437,725","427,787","432,500","3,781"
10/21/2022,"413,212","428,230","410,112","427,170","2,361"
10/20/2022,"421,045","423,875","413,950","413,950","2,210"
10/19/2022,"427,233","430,415","419,630","421,610","2,241"
10/18/2022,"427,925","431,340","423,923","428,465","2,791"
10/17/2022,"420,553","421,848","416,837","419,101","3,366"
10/14/2022,"419,359","421,651","412,760","412,760","3,983"
10/13/2022,"394,152","417,860","393,012","415,222","2,583"
10/12/2022,"404,106","405,250","399,251","399,251","2,747"
10/11/2022,"401,645","409,610","400,332","402,836","2,130"
10/10/2022,"407,071","408,700","401,591","403,000","3,405"
10/07/2022,"413,767","415,639","403,600","406,010","2,407"
10/06/2022,"422,905","422,905","415,945","416,300","2,114"
10/05/2022,"419,406","423,915","416,842","420,668","2,164"
10/04/2022,"419,663","425,535","417,422","424,180","2,503"
10/03/2022,"409,435","414,650","405,116","413,300","3,154"
09/30/2022,"406,833","413,174","404,072","406,470","2,737"
09/29/2022,"409,808","412,716","401,227","406,700","2,792"
09/28/2022,"404,133","414,000","400,342","410,705","2,544"
09/27/2022,"402,858","404,000","395,202","401,490","2,955"
09/26/2022,"401,234","404,500","397,787","399,128","3,437"
09/23/2022,"403,477","404,799","399,450","404,485","3,089"
09/22/2022,"408,263","409,684","405,000","405,375","2,742"
